_id,season,date_code,weekending,region,Total_ILI,Total_Patients_Seen,Percent_ILI,Number_Providers_Reporting
3509,2012-2013,201250,12/15/2012,Northern,95,7273,1.31,22
3510,2012-2013,201250,12/15/2012,Upper Southern,52,5672,0.92,29
3511,2012-2013,201251,12/22/2012,Bay Area,645,8449,7.63,16
3512,2012-2013,201251,12/22/2012,California,1027,30606,3.36,119
3513,2012-2013,201251,12/22/2012,Central,16,1140,1.4,13
3514,2012-2013,201251,12/22/2012,Lower Southern,209,10210,2.05,42
3515,2012-2013,201251,12/22/2012,Northern,109,6148,1.77,22
3516,2012-2013,201251,12/22/2012,Upper Southern,48,4659,1.03,26
3517,2012-2013,201252,12/29/2012,Bay Area,551,4205,13.1,15
3518,2012-2013,201252,12/29/2012,California,957,17412,5.5,111
3519,2012-2013,201252,12/29/2012,Central,15,190,7.89,11
3520,2012-2013,201252,12/29/2012,Lower Southern,224,6154,3.64,41
3521,2012-2013,201252,12/29/2012,Northern,111,4093,2.71,22
3522,2012-2013,201252,12/29/2012,Upper Southern,56,2770,2.02,22
3523,2012-2013,201301,1/5/2013,Bay Area,388,5894,6.58,15
3524,2012-2013,201301,1/5/2013,California,812,22286,3.64,123
3525,2012-2013,201301,1/5/2013,Central,20,680,2.94,13
3526,2012-2013,201301,1/5/2013,Lower Southern,220,6994,3.15,43
3527,2012-2013,201301,1/5/2013,Northern,136,5067,2.68,22
3528,2012-2013,201301,1/5/2013,Upper Southern,48,3651,1.31,30
3529,2012-2013,201302,1/12/2013,Bay Area,477,9376,5.09,15
3530,2012-2013,201302,1/12/2013,California,1253,33532,3.74,125
3531,2012-2013,201302,1/12/2013,Central,68,1616,4.21,13
3532,2012-2013,201302,1/12/2013,Lower Southern,383,10281,3.73,45
3533,2012-2013,201302,1/12/2013,Northern,215,6603,3.26,22
3534,2012-2013,201302,1/12/2013,Upper Southern,110,5656,1.94,30
3535,2012-2013,201303,1/19/2013,Bay Area,563,9743,5.78,15
3536,2012-2013,201303,1/19/2013,California,1783,35416,5.03,126
3537,2012-2013,201303,1/19/2013,Central,74,1519,4.87,13
3538,2012-2013,201303,1/19/2013,Lower Southern,719,12422,5.79,48
3539,2012-2013,201303,1/19/2013,Northern,254,5870,4.33,21
3540,2012-2013,201303,1/19/2013,Upper Southern,173,5862,2.95,29
3541,2012-2013,201304,1/26/2013,Bay Area,648,9803,6.61,15
3542,2012-2013,201304,1/26/2013,California,2043,34701,5.89,124
3543,2012-2013,201304,1/26/2013,Central,73,1311,5.57,12
3544,2012-2013,201304,1/26/2013,Lower Southern,697,10473,6.66,46
3545,2012-2013,201304,1/26/2013,Northern,359,6773,5.3,22
3546,2012-2013,201304,1/26/2013,Upper Southern,266,6341,4.19,29
3547,2012-2013,201305,2/2/2013,Bay Area,739,10422,7.09,15
3548,2012-2013,201305,2/2/2013,California,2349,38196,6.15,126
3549,2012-2013,201305,2/2/2013,Central,139,1830,7.6,13
3550,2012-2013,201305,2/2/2013,Lower Southern,759,11830,6.42,45
3551,2012-2013,201305,2/2/2013,Northern,397,7333,5.41,22
3552,2012-2013,201305,2/2/2013,Upper Southern,315,6781,4.65,31
3553,2012-2013,201306,2/9/2013,Bay Area,684,9944,6.88,14
3554,2012-2013,201306,2/9/2013,California,1994,38431,5.19,116
3555,2012-2013,201306,2/9/2013,Central,144,1706,8.44,13
3556,2012-2013,201306,2/9/2013,Lower Southern,641,13028,4.92,41
3557,2012-2013,201306,2/9/2013,Northern,299,7248,4.13,21
3558,2012-2013,201306,2/9/2013,Upper Southern,226,6505,3.47,27
3559,2012-2013,201307,2/16/2013,Bay Area,713,10062,7.09,15
3560,2012-2013,201307,2/16/2013,California,1746,35743,4.88,120
3561,2012-2013,201307,2/16/2013,Central,91,1543,5.9,13
3562,2012-2013,201307,2/16/2013,Lower Southern,446,10670,4.18,43
3563,2012-2013,201307,2/16/2013,Northern,335,6913,4.85,21
3564,2012-2013,201307,2/16/2013,Upper Southern,161,6555,2.46,28
3565,2012-2013,201308,2/23/2013,Bay Area,490,8733,5.61,16
3566,2012-2013,201308,2/23/2013,California,1365,32795,4.16,122
3567,2012-2013,201308,2/23/2013,Central,35,947,3.7,11
3568,2012-2013,201308,2/23/2013,Lower Southern,414,9983,4.15,46
3569,2012-2013,201308,2/23/2013,Northern,306,6892,4.44,20
3570,2012-2013,201308,2/23/2013,Upper Southern,120,6240,1.92,29
3571,2012-2013,201309,3/2/2013,Bay Area,585,10502,5.57,15
3572,2012-2013,201309,3/2/2013,California,1354,36394,3.72,122
3573,2012-2013,201309,3/2/2013,Central,42,1488,2.82,10
3574,2012-2013,201309,3/2/2013,Lower Southern,409,11846,3.45,48
3575,2012-2013,201309,3/2/2013,Northern,230,6904,3.33,20
3576,2012-2013,201309,3/2/2013,Upper Southern,88,5654,1.56,29
3577,2012-2013,201310,3/9/2013,Bay Area,517,10056,5.14,15
3578,2012-2013,201310,3/9/2013,California,1399,35017,4,120
3579,2012-2013,201310,3/9/2013,Central,97,1550,6.26,12
3580,2012-2013,201310,3/9/2013,Lower Southern,462,11451,4.03,45
3581,2012-2013,201310,3/9/2013,Northern,215,6434,3.34,18
3582,2012-2013,201310,3/9/2013,Upper Southern,108,5526,1.95,30
3583,2012-2013,201311,3/16/2013,Bay Area,462,9681,4.77,13
3584,2012-2013,201311,3/16/2013,California,1159,33473,3.46,115
3585,2012-2013,201311,3/16/2013,Central,64,1124,5.69,11
3586,2012-2013,201311,3/16/2013,Lower Southern,378,11014,3.43,43
3587,2012-2013,201311,3/16/2013,Northern,182,6668,2.73,21
3588,2012-2013,201311,3/16/2013,Upper Southern,73,4986,1.46,27
3589,2012-2013,201312,3/23/2013,Bay Area,448,9372,4.78,13
3590,2012-2013,201312,3/23/2013,California,1017,31318,3.25,116
3591,2012-2013,201312,3/23/2013,Central,52,1165,4.46,13
3592,2012-2013,201312,3/23/2013,Lower Southern,265,9938,2.67,41
3593,2012-2013,201312,3/23/2013,Northern,172,5866,2.93,21
3594,2012-2013,201312,3/23/2013,Upper Southern,80,4977,1.61,28
3595,2012-2013,201313,3/30/2013,Bay Area,349,8220,4.25,13
3596,2012-2013,201313,3/30/2013,California,871,29396,2.96,117
3597,2012-2013,201313,3/30/2013,Central,38,1621,2.34,14
3598,2012-2013,201313,3/30/2013,Lower Southern,244,8527,2.86,42
3599,2012-2013,201313,3/30/2013,Northern,161,6347,2.54,20
3600,2012-2013,201313,3/30/2013,Upper Southern,79,4681,1.69,28
3601,2012-2013,201314,4/6/2013,Bay Area,325,8183,3.97,13
3602,2012-2013,201314,4/6/2013,California,715,28460,2.51,108
3603,2012-2013,201314,4/6/2013,Central,54,1329,4.06,12
3604,2012-2013,201314,4/6/2013,Lower Southern,195,9695,2.01,40
3605,2012-2013,201314,4/6/2013,Northern,89,5153,1.73,17
3606,2012-2013,201314,4/6/2013,Upper Southern,52,4100,1.27,26
3607,2012-2013,201315,4/13/2013,Bay Area,290,9580,3.03,12
3608,2012-2013,201315,4/13/2013,California,687,34639,1.98,109
3609,2012-2013,201315,4/13/2013,Central,51,1848,2.76,13
3610,2012-2013,201315,4/13/2013,Lower Southern,196,11105,1.76,38
3611,2012-2013,201315,4/13/2013,Northern,108,7105,1.52,18
3612,2012-2013,201315,4/13/2013,Upper Southern,42,5001,0.84,28
3613,2012-2013,201316,4/20/2013,Bay Area,298,9413,3.17,11
3614,2012-2013,201316,4/20/2013,California,609,33250,1.83,106
3615,2012-2013,201316,4/20/2013,Central,33,1409,2.34,12
3616,2012-2013,201316,4/20/2013,Lower Southern,180,10252,1.76,39
3617,2012-2013,201316,4/20/2013,Northern,64,7014,0.91,17
3618,2012-2013,201316,4/20/2013,Upper Southern,34,5162,0.66,27
3619,2012-2013,201317,4/27/2013,Bay Area,290,9667,3,14
3620,2012-2013,201317,4/27/2013,California,599,34491,1.74,111
3621,2012-2013,201317,4/27/2013,Central,18,1627,1.11,12
3622,2012-2013,201317,4/27/2013,Lower Southern,182,10644,1.71,39
3623,2012-2013,201317,4/27/2013,Northern,74,7492,0.99,17
3624,2012-2013,201317,4/27/2013,Upper Southern,35,5061,0.69,29
3625,2012-2013,201318,5/4/2013,Bay Area,272,9471,2.87,13
3626,2012-2013,201318,5/4/2013,California,561,33428,1.68,107
3627,2012-2013,201318,5/4/2013,Central,16,1831,0.87,12
3628,2012-2013,201318,5/4/2013,Lower Southern,165,10099,1.63,35
3629,2012-2013,201318,5/4/2013,Northern,70,7170,0.98,17
3630,2012-2013,201318,5/4/2013,Upper Southern,38,4857,0.78,30
3631,2012-2013,201319,5/11/2013,Bay Area,285,9424,3.02,13
3632,2012-2013,201319,5/11/2013,California,528,32382,1.63,107
3633,2012-2013,201319,5/11/2013,Central,7,997,0.7,8
3634,2012-2013,201319,5/11/2013,Lower Southern,141,9812,1.44,38
3635,2012-2013,201319,5/11/2013,Northern,73,7012,1.04,17
3636,2012-2013,201319,5/11/2013,Upper Southern,22,5137,0.43,31
3637,2012-2013,201320,5/18/2013,Bay Area,287,9357,3.07,14
3638,2012-2013,201320,5/18/2013,California,545,32027,1.7,100
3639,2012-2013,201320,5/18/2013,Central,18,1025,1.76,8
3640,2012-2013,201320,5/18/2013,Lower Southern,140,9755,1.44,36
3641,2012-2013,201320,5/18/2013,Northern,71,7068,1,16
3642,2012-2013,201320,5/18/2013,Upper Southern,29,4822,0.6,26
3643,2012-2013,201321,5/25/2013,Bay Area,252,8354,3.02,12
3644,2012-2013,201321,5/25/2013,California,495,31097,1.59,97
3645,2012-2013,201321,5/25/2013,Central,9,1283,0.7,9
3646,2012-2013,201321,5/25/2013,Lower Southern,151,10824,1.4,37
3647,2012-2013,201321,5/25/2013,Northern,60,6566,0.91,15
3648,2012-2013,201321,5/25/2013,Upper Southern,23,4070,0.57,24
3649,2012-2013,201322,6/1/2013,Bay Area,219,7457,2.94,13
3650,2012-2013,201322,6/1/2013,California,390,25476,1.53,98
3651,2012-2013,201322,6/1/2013,Central,7,1191,0.59,9
3652,2012-2013,201322,6/1/2013,Lower Southern,102,8297,1.23,36
3653,2012-2013,201322,6/1/2013,Northern,40,5379,0.74,16
3654,2012-2013,201322,6/1/2013,Upper Southern,22,3152,0.7,24
3655,2012-2013,201323,6/8/2013,Bay Area,224,8818,2.54,13
3656,2012-2013,201323,6/8/2013,California,454,29249,1.55,98
3657,2012-2013,201323,6/8/2013,Central,7,1139,0.61,9
3658,2012-2013,201323,6/8/2013,Lower Southern,156,9580,1.63,36
3659,2012-2013,201323,6/8/2013,Northern,47,6022,0.78,16
3660,2012-2013,201323,6/8/2013,Upper Southern,20,3690,0.54,24
3661,2012-2013,201324,6/15/2013,Bay Area,212,7936,2.67,12
3662,2012-2013,201324,6/15/2013,California,433,27225,1.59,92
3663,2012-2013,201324,6/15/2013,Central,9,817,1.1,8
3664,2012-2013,201324,6/15/2013,Lower Southern,157,9263,1.69,35
3665,2012-2013,201324,6/15/2013,Northern,30,5912,0.51,15
3666,2012-2013,201324,6/15/2013,Upper Southern,25,3297,0.76,22
3667,2012-2013,201325,6/22/2013,Bay Area,215,7408,2.9,11
3668,2012-2013,201325,6/22/2013,California,407,25421,1.6,90
3669,2012-2013,201325,6/22/2013,Central,9,734,1.23,7
3670,2012-2013,201325,6/22/2013,Lower Southern,133,8419,1.58,34
3671,2012-2013,201325,6/22/2013,Northern,36,5484,0.66,15
3672,2012-2013,201325,6/22/2013,Upper Southern,14,3376,0.41,23
3673,2012-2013,201326,6/29/2013,Bay Area,197,6515,3.02,10
3674,2012-2013,201326,6/29/2013,California,339,24317,1.39,87
3675,2012-2013,201326,6/29/2013,Central,6,1049,0.57,7
3676,2012-2013,201326,6/29/2013,Lower Southern,105,8919,1.18,34
3677,2012-2013,201326,6/29/2013,Northern,17,4526,0.38,13
3678,2012-2013,201326,6/29/2013,Upper Southern,14,3308,0.42,23
3679,2012-2013,201327,7/6/2013,Bay Area,124,5020,2.47,10
3680,2012-2013,201327,7/6/2013,California,275,19503,1.41,90
3681,2012-2013,201327,7/6/2013,Central,6,719,0.83,8
3682,2012-2013,201327,7/6/2013,Lower Southern,109,6993,1.56,35
3683,2012-2013,201327,7/6/2013,Northern,24,4173,0.58,15
3684,2012-2013,201327,7/6/2013,Upper Southern,12,2598,0.46,22
3685,2012-2013,201328,7/13/2013,Bay Area,155,6678,2.32,10
3686,2012-2013,201328,7/13/2013,California,319,25970,1.23,91
3687,2012-2013,201328,7/13/2013,Central,7,1144,0.61,8
3688,2012-2013,201328,7/13/2013,Lower Southern,126,9428,1.34,35
3689,2012-2013,201328,7/13/2013,Northern,22,5441,0.4,15
3690,2012-2013,201328,7/13/2013,Upper Southern,9,3279,0.27,23
3691,2012-2013,201329,7/20/2013,Bay Area,156,6408,2.43,8
3692,2012-2013,201329,7/20/2013,California,310,24136,1.28,87
3693,2012-2013,201329,7/20/2013,Central,4,766,0.52,7
3694,2012-2013,201329,7/20/2013,Lower Southern,115,9116,1.26,37
3695,2012-2013,201329,7/20/2013,Northern,24,4850,0.49,14
3696,2012-2013,201329,7/20/2013,Upper Southern,11,2996,0.37,21
3697,2012-2013,201330,7/27/2013,Bay Area,161,6434,2.5,8
3698,2012-2013,201330,7/27/2013,California,310,23579,1.31,84
3699,2012-2013,201330,7/27/2013,Central,5,816,0.61,7
3700,2012-2013,201330,7/27/2013,Lower Southern,118,8373,1.41,36
3701,2012-2013,201330,7/27/2013,Northern,18,4836,0.37,13
3702,2012-2013,201330,7/27/2013,Upper Southern,8,3120,0.26,20
3703,2012-2013,201331,8/3/2013,Bay Area,150,6296,2.38,10
3704,2012-2013,201331,8/3/2013,California,276,23608,1.17,81
3705,2012-2013,201331,8/3/2013,Central,5,1258,0.4,9
3706,2012-2013,201331,8/3/2013,Lower Southern,99,9276,1.07,35
3707,2012-2013,201331,8/3/2013,Northern,17,4608,0.37,13
3708,2012-2013,201331,8/3/2013,Upper Southern,5,2170,0.23,14
3709,2012-2013,201332,8/10/2013,Bay Area,136,5606,2.43,7
3710,2012-2013,201332,8/10/2013,California,290,20544,1.41,76
3711,2012-2013,201332,8/10/2013,Central,7,1253,0.56,8
3712,2012-2013,201332,8/10/2013,Lower Southern,114,6688,1.7,34
3713,2012-2013,201332,8/10/2013,Northern,13,4541,0.29,13
3714,2012-2013,201332,8/10/2013,Upper Southern,20,2456,0.81,14
3715,2012-2013,201333,8/17/2013,Bay Area,126,5930,2.12,8
3716,2012-2013,201333,8/17/2013,California,266,21186,1.26,72
3717,2012-2013,201333,8/17/2013,Central,5,1360,0.37,8
3718,2012-2013,201333,8/17/2013,Lower Southern,107,6697,1.6,33
3719,2012-2013,201333,8/17/2013,Northern,19,4923,0.39,11
3720,2012-2013,201333,8/17/2013,Upper Southern,9,2276,0.4,12
3721,2012-2013,201334,8/24/2013,Bay Area,111,5601,1.98,6
3722,2012-2013,201334,8/24/2013,California,273,22422,1.22,71
3723,2012-2013,201334,8/24/2013,Central,12,1698,0.71,7
3724,2012-2013,201334,8/24/2013,Lower Southern,120,7368,1.63,32
3725,2012-2013,201334,8/24/2013,Northern,14,5300,0.26,13
3726,2012-2013,201334,8/24/2013,Upper Southern,16,2455,0.65,13
3727,2012-2013,201335,8/31/2013,Bay Area,150,6247,2.4,8
3728,2012-2013,201335,8/31/2013,California,351,22832,1.54,73
3729,2012-2013,201335,8/31/2013,Central,17,1871,0.91,8
3730,2012-2013,201335,8/31/2013,Lower Southern,159,7640,2.08,32
3731,2012-2013,201335,8/31/2013,Northern,10,3922,0.25,12
3732,2012-2013,201335,8/31/2013,Upper Southern,15,3152,0.48,13
3733,2012-2013,201336,9/7/2013,Bay Area,159,5875,2.71,7
3734,2012-2013,201336,9/7/2013,California,316,19387,1.63,71
3735,2012-2013,201336,9/7/2013,Central,28,1400,2,8
3736,2012-2013,201336,9/7/2013,Lower Southern,116,5741,2.02,31
3737,2012-2013,201336,9/7/2013,Northern,2,3449,0.06,11
3738,2012-2013,201336,9/7/2013,Upper Southern,11,2922,0.38,14
3739,2012-2013,201337,9/14/2013,Bay Area,189,7005,2.7,8
3740,2012-2013,201337,9/14/2013,California,373,22621,1.65,67
3741,2012-2013,201337,9/14/2013,Central,29,1124,2.58,7
3742,2012-2013,201337,9/14/2013,Lower Southern,134,7530,1.78,29
3743,2012-2013,201337,9/14/2013,Northern,8,3390,0.24,10
3744,2012-2013,201337,9/14/2013,Upper Southern,13,3572,0.36,13
3745,2012-2013,201338,9/21/2013,Bay Area,201,7697,2.61,9
3746,2012-2013,201338,9/21/2013,California,292,20554,1.42,54
3747,2012-2013,201338,9/21/2013,Central,25,574,4.36,7
3748,2012-2013,201338,9/21/2013,Lower Southern,50,5176,0.97,14
3749,2012-2013,201338,9/21/2013,Northern,3,3420,0.09,10
3750,2012-2013,201338,9/21/2013,Upper Southern,13,3687,0.35,14
3751,2012-2013,201339,9/28/2013,Bay Area,223,6987,3.19,5
3752,2012-2013,201339,9/28/2013,California,299,18450,1.62,51
3753,2012-2013,201339,9/28/2013,Central,36,1172,3.07,8
3754,2012-2013,201339,9/28/2013,Lower Southern,16,3778,0.42,13
3755,2012-2013,201339,9/28/2013,Northern,9,3078,0.29,10
3756,2012-2013,201339,9/28/2013,Upper Southern,15,3435,0.44,15
3757,2013-2014,201340,10/5/2013,Bay Area,317,10756,2.95,24
3758,2013-2014,201340,10/5/2013,California,635,42057,1.51,139
3759,2013-2014,201340,10/5/2013,Central,31,1797,1.73,13
3760,2013-2014,201340,10/5/2013,Lower Southern,196,12688,1.54,45
3761,2013-2014,201340,10/5/2013,Northern,59,9740,0.61,23
3762,2013-2014,201340,10/5/2013,Upper Southern,32,7076,0.45,34
3763,2013-2014,201341,10/12/2013,Bay Area,376,10801,3.48,24
3764,2013-2014,201341,10/12/2013,California,746,42945,1.74,139
3765,2013-2014,201341,10/12/2013,Central,9,1695,0.53,13
3766,2013-2014,201341,10/12/2013,Lower Southern,236,13341,1.77,45
3767,2013-2014,201341,10/12/2013,Northern,92,10188,0.9,24
3768,2013-2014,201341,10/12/2013,Upper Southern,33,6920,0.48,33
3769,2013-2014,201342,10/19/2013,Bay Area,348,10107,3.44,22
3770,2013-2014,201342,10/19/2013,California,691,39767,1.74,135
3771,2013-2014,201342,10/19/2013,Central,15,1330,1.13,11
3772,2013-2014,201342,10/19/2013,Lower Southern,212,12072,1.76,46
3773,2013-2014,201342,10/19/2013,Northern,88,9850,0.89,21
3774,2013-2014,201342,10/19/2013,Upper Southern,28,6408,0.44,35
3775,2013-2014,201343,10/26/2013,Bay Area,349,10632,3.28,22
3776,2013-2014,201343,10/26/2013,California,748,42286,1.77,135
3777,2013-2014,201343,10/26/2013,Central,8,2188,0.37,15
3778,2013-2014,201343,10/26/2013,Lower Southern,256,13024,1.97,45
3779,2013-2014,201343,10/26/2013,Northern,85,10134,0.84,23
3780,2013-2014,201343,10/26/2013,Upper Southern,50,6308,0.79,30
3781,2013-2014,201344,11/2/2013,Bay Area,323,10539,3.06,25
3782,2013-2014,201344,11/2/2013,California,830,41984,1.98,142
3783,2013-2014,201344,11/2/2013,Central,51,2133,2.39,17
3784,2013-2014,201344,11/2/2013,Lower Southern,282,13228,2.13,47
3785,2013-2014,201344,11/2/2013,Northern,98,10135,0.97,23
3786,2013-2014,201344,11/2/2013,Upper Southern,76,5949,1.28,30
3787,2013-2014,201345,11/9/2013,Bay Area,428,10581,4.04,26
3788,2013-2014,201345,11/9/2013,California,980,43050,2.28,149
3789,2013-2014,201345,11/9/2013,Central,40,2170,1.84,16
3790,2013-2014,201345,11/9/2013,Lower Southern,322,13424,2.4,49
3791,2013-2014,201345,11/9/2013,Northern,113,9456,1.2,22
3792,2013-2014,201345,11/9/2013,Upper Southern,77,7419,1.04,36
3793,2013-2014,201346,11/16/2013,Bay Area,393,10444,3.76,24
3794,2013-2014,201346,11/16/2013,California,890,39094,2.28,147
3795,2013-2014,201346,11/16/2013,Central,31,2141,1.45,16
3796,2013-2014,201346,11/16/2013,Lower Southern,301,12098,2.49,50
3797,2013-2014,201346,11/16/2013,Northern,103,8552,1.2,21
3798,2013-2014,201346,11/16/2013,Upper Southern,62,5859,1.06,36
3799,2013-2014,201347,11/23/2013,Bay Area,384,10686,3.59,22
3800,2013-2014,201347,11/23/2013,California,868,40831,2.13,139
3801,2013-2014,201347,11/23/2013,Central,40,2136,1.87,17
3802,2013-2014,201347,11/23/2013,Lower Southern,307,12783,2.4,46
3803,2013-2014,201347,11/23/2013,Northern,80,9222,0.87,22
3804,2013-2014,201347,11/23/2013,Upper Southern,57,6004,0.95,32
3805,2013-2014,201348,11/30/2013,Bay Area,347,6831,5.08,20
3806,2013-2014,201348,11/30/2013,California,702,27046,2.6,138
3807,2013-2014,201348,11/30/2013,Central,17,1063,1.6,16
3808,2013-2014,201348,11/30/2013,Lower Southern,255,9042,2.82,47
3809,2013-2014,201348,11/30/2013,Northern,64,5209,1.23,21
3810,2013-2014,201348,11/30/2013,Upper Southern,19,4901,0.39,34
3811,2013-2014,201349,12/7/2013,Bay Area,415,10731,3.87,22
3812,2013-2014,201349,12/7/2013,California,970,41711,2.33,139
3813,2013-2014,201349,12/7/2013,Central,47,2328,2.02,16
3814,2013-2014,201349,12/7/2013,Lower Southern,333,12924,2.58,48
3815,2013-2014,201349,12/7/2013,Northern,108,8793,1.23,20
3816,2013-2014,201349,12/7/2013,Upper Southern,67,6935,0.97,33
3817,2013-2014,201350,12/14/2013,Bay Area,493,10002,4.93,22
3818,2013-2014,201350,12/14/2013,California,1080,38981,2.77,141
3819,2013-2014,201350,12/14/2013,Central,23,2029,1.13,16
3820,2013-2014,201350,12/14/2013,Lower Southern,312,12161,2.57,47
3821,2013-2014,201350,12/14/2013,Northern,124,8604,1.44,21
3822,2013-2014,201350,12/14/2013,Upper Southern,128,6185,2.07,35
3823,2013-2014,201351,12/21/2013,Bay Area,489,9669,5.06,21
3824,2013-2014,201351,12/21/2013,California,1137,36030,3.16,137
3825,2013-2014,201351,12/21/2013,Central,20,1864,1.07,16
3826,2013-2014,201351,12/21/2013,Lower Southern,357,10963,3.26,46
3827,2013-2014,201351,12/21/2013,Northern,202,7770,2.6,21
3828,2013-2014,201351,12/21/2013,Upper Southern,69,5764,1.2,33
3829,2013-2014,201352,12/28/2013,Bay Area,438,5719,7.66,21
3830,2013-2014,201352,12/28/2013,California,1107,21685,5.1,130
3831,2013-2014,201352,12/28/2013,Central,18,727,2.48,14
3832,2013-2014,201352,12/28/2013,Lower Southern,397,8046,4.93,46
3833,2013-2014,201352,12/28/2013,Northern,218,4327,5.04,21
3834,2013-2014,201352,12/28/2013,Upper Southern,36,2866,1.26,28
3835,2013-2014,201401,1/4/2014,Bay Area,599,7237,8.28,23
3836,2013-2014,201401,1/4/2014,California,1397,27338,5.11,137
3837,2013-2014,201401,1/4/2014,Central,31,1252,2.48,16
3838,2013-2014,201401,1/4/2014,Lower Southern,419,8888,4.71,46
3839,2013-2014,201401,1/4/2014,Northern,285,6328,4.5,20
3840,2013-2014,201401,1/4/2014,Upper Southern,63,3633,1.73,32
3841,2013-2014,201402,1/11/2014,Bay Area,696,10231,6.8,23
3842,2013-2014,201402,1/11/2014,California,1866,40412,4.62,138
3843,2013-2014,201402,1/11/2014,Central,68,1870,3.64,15
3844,2013-2014,201402,1/11/2014,Lower Southern,641,14104,4.54,48
3845,2013-2014,201402,1/11/2014,Northern,329,8362,3.93,20
3846,2013-2014,201402,1/11/2014,Upper Southern,132,5845,2.26,32
3847,2013-2014,201403,1/18/2014,Bay Area,622,10153,6.13,23
3848,2013-2014,201403,1/18/2014,California,1904,41646,4.57,141
3849,2013-2014,201403,1/18/2014,Central,93,2302,4.04,16
3850,2013-2014,201403,1/18/2014,Lower Southern,753,13719,5.49,48
3851,2013-2014,201403,1/18/2014,Northern,291,9539,3.05,22
3852,2013-2014,201403,1/18/2014,Upper Southern,145,5933,2.44,32
3853,2013-2014,201404,1/25/2014,Bay Area,630,9837,6.4,21
3854,2013-2014,201404,1/25/2014,California,2005,39713,5.05,138
3855,2013-2014,201404,1/25/2014,Central,76,2131,3.57,16
3856,2013-2014,201404,1/25/2014,Lower Southern,891,13109,6.8,48
3857,2013-2014,201404,1/25/2014,Northern,259,8401,3.08,20
3858,2013-2014,201404,1/25/2014,Upper Southern,149,6235,2.39,33
3859,2013-2014,201405,2/1/2014,Bay Area,609,10300,5.91,21
3860,2013-2014,201405,2/1/2014,California,1813,42290,4.29,131
